Template,Building Type,Space Type,RGB,Lighting Standard,Lighting Primary Space Type,Lighting Secondary Space Type,LookupColumn,Lighting per Area (W/ft^2),Lighting per Person (W/person),Lighting per Length (W/ft),Additional Lighting per Area (W/ft^2),Lighting Fraction to Return Air,Lighting Fraction Radiant,Lighting Fraction Visible,Lighting Schedule,Ventilation Standard,Ventilation Primary Space Type,Ventilation Secondary Space Type,Lookup,Ventilation per Area (ft^3/min*ft^2),Ventilation per Person (ft^3/min*person),Ventilation Air Changes (ach),Minimum Total Air Changes (ach),Occupancy per Area (people/1000 ft^2),Occupancy Schedule,Occupancy Activity Schedule,Infiltration per Exterior Area (ft^3/min*ft^2 ext),Infiltration per Exterior Wall Area (ft^3/min*ft^2 ext),Infiltration Air Changes (ach),Infiltration Schedule,Gas Equipment per Area (Btu/hr*ft^2),Gas Equipment Fraction Latent,Gas Equipment Fraction Radiant,Gas Equipment Fraction Lost,Gas Equipment Schedule,Electric Equipment per Area (W/ft^2),Electric Equipment Fraction Latent,Electric Equipment Fraction Radiant,Electric Equipment Fraction Lost,Electric Equipment Schedule,Heating Setpoint Schedule,Cooling Setpoint Schedule,Service Water Heating Peak Flow Rate (gal/h),Service Water Heating Area (ft^2),Service Water Heating Peak Flow per Area (gal/h*ft^2),Service Water Heating Target Temperature (C),Service Water Heating Fraction Sensible,Service Water Heating Fraction Latent,Service Water Heating Schedule,Exhaust per Area (cfm/ft2),Exhaust per Unit (cfm),Exhaust Fan Power per Area (W/ft^2),Exhaust Fan Efficiency,Exhaust Fan Power (W),Exhaust Fan Pressure Rise (Pa),Exhaust Fan Maximum Flow Rate (cfm),Exhaust Schedule,Balanced Exhaust Fraction Schedule,Is Residential,NECB HVAC System Selection Type,NECB Schedule Type
90.1-2004,SecondarySchool,Auditorium,230_196_120,ASHRAE 90.1-2004,Audience/Seating Area,General,ASHRAE 90.1-2004Audience/Seating AreaGeneral,0.9,,,,0,0.37,0.2,SchoolSecondary BLDG_LIGHT_SCH,ASHRAE 62.1-1999,Education,Auditorium,ASHRAE 62.1-1999EducationAuditorium,0,15,,,150,SchoolSecondary BLDG_OCC_SCH_Auditorium,SchoolSecondary ACTIVITY_SCH,0.0595,,,SchoolSecondary INFIL_SCH_PNNL,,,,,,0.46,0,0.5,0,SchoolSecondary BLDG_EQUIP_SCH,SchoolSecondary HTGSETP_SCH_PSZ_AC,SchoolSecondary CLGSETP_SCH_NO_SETBACK,,,,,,,,,,,,,,,,,,,
90.1-2004,SecondarySchool,Cafeteria,31_169_34,ASHRAE 90.1-2004,Dining Area,General,ASHRAE 90.1-2004Dining AreaGeneral,0.9,,,,0,0.37,0.2,SchoolSecondary BLDG_LIGHT_SCH,ASHRAE 62.1-1999,Food and Beverage Service,"Cafeteria, fast food","ASHRAE 62.1-1999Food and Beverage ServiceCafeteria, fast food",0,20,,,100,SchoolSecondary BLDG_OCC_SCH_Cafeteria,SchoolSecondary ACTIVITY_SCH,0.0595,,,SchoolSecondary INFIL_SCH_PNNL,,,,,,7.15,0,0.5,0,SchoolSecondary KITCHEN_ELEC_EQUIP_SCH,SchoolSecondary HTGSETP_SCH_PSZ_AC,SchoolSecondary CLGSETP_SCH_NO_SETBACK,,,,,,,,,,,,,,,,,,,
90.1-2004,SecondarySchool,Classroom,120_230_199,ASHRAE 90.1-2004,Classroom/Lecture/Training,General,ASHRAE 90.1-2004Classroom/Lecture/TrainingGeneral,1.4,,,,0,0.37,0.2,SchoolSecondary BLDG_LIGHT_CLASSROOM_SCH,ASHRAE 62.1-1999,Education,Classroom,ASHRAE 62.1-1999EducationClassroom,0,16.95,,,35,SchoolSecondary BLDG_OCC_SCH,SchoolSecondary ACTIVITY_SCH,0.0595,,,SchoolSecondary INFIL_SCH_PNNL,,,,,,0.929,0,0.5,0,SchoolSecondary BLDG_EQUIP_SCH,SchoolSecondary HTGSETP_SCH_YES_OPTIMUM,SchoolSecondary CLGSETP_SCH_NO_SETBACK,,,,,,,,,,,,,,,,,,,
90.1-2004,SecondarySchool,Corridor,169_31_31,ASHRAE 90.1-2004,Corridor/Transition,General,ASHRAE 90.1-2004Corridor/TransitionGeneral,0.5,,,,0,0.37,0.2,SchoolSecondary BLDG_LIGHT_CORRIDOR_SCH,ASHRAE 62.1-1999,Education,Corridors,ASHRAE 62.1-1999EducationCorridors,0.1,0,,,0,SchoolSecondary BLDG_OCC_SCH,SchoolSecondary ACTIVITY_SCH,0.0595,,,SchoolSecondary INFIL_SCH_PNNL,,,,,,0.37,0,0.5,0,SchoolSecondary BLDG_EQUIP_SCH,SchoolSecondary HTGSETP_SCH_YES_OPTIMUM,SchoolSecondary CLGSETP_SCH_NO_SETBACK,,,,,,,,,,,,,,,,,,,
90.1-2004,SecondarySchool,Gym,154_230_120,ASHRAE 90.1-2004,Gymnasium/Exercise Center,Playing Area,ASHRAE 90.1-2004Gymnasium/Exercise CenterPlaying Area,1.4,,,,0,0.37,0.2,SchoolSecondary BLDG_LIGHT_GYM_SCH,ASHRAE 62.1-1999,Sports and Amusement,Playing floors (gymnasium),ASHRAE 62.1-1999Sports and AmusementPlaying floors (gymnasium),0,20,,,30,SchoolSecondary BLDG_OCC_SCH_Gym,SchoolSecondary ACTIVITY_SCH,0.0595,,,SchoolSecondary INFIL_SCH_PNNL,,,,,,0.46,0,0.5,0,SchoolSecondary BLDG_EQUIP_SCH,SchoolSecondary HTGSETP_SCH_PSZ_AC,SchoolSecondary CLGSETP_SCH_NO_SETBACK,159.5,21269,0.007499177206,43.3,0.2,0.05,SchoolSecondary BLDG_SWH_SCH,,,,,,,,,,,,
90.1-2004,SecondarySchool,Kitchen,78_222_133,ASHRAE 90.1-2004,Food Preparation,General,ASHRAE 90.1-2004Food PreparationGeneral,1.2,,,,0,0.37,0.2,SchoolSecondary BLDG_LIGHT_SCH,ASHRAE 62.1-1999,Food and Beverage Service,Kitchens (cooking),ASHRAE 62.1-1999Food and Beverage ServiceKitchens (cooking),0.47,0,,,15.23,SchoolSecondary BLDG_OCC_SCH,SchoolSecondary ACTIVITY_SCH,0.0595,,,SchoolSecondary INFIL_SCH_PNNL,532.1,0.1,0.2,0.7,SchoolSecondary KITCHEN_GAS_EQUIP_SCH,20.65,0.25,0.3,0.2,SchoolSecondary KITCHEN_ELEC_EQUIP_SCH,SchoolSecondary HTGSETP_SCH_PSZ_AC,SchoolSecondary CLGSETP_SCH_NO_SETBACK,133,2325,0.05720430108,49,0.2,0.05,SchoolSecondary BLDG_SWH_SCH,0.7,4000,0.1215379059,0.338,694.5023196,0.5,,SchoolSecondary Kitchen_Exhaust_SCH,,,,
90.1-2004,SecondarySchool,Library,230_196_120,ASHRAE 90.1-2004,Whole Building,Library,ASHRAE 90.1-2004Whole BuildingLibrary,1.3,,,,0,0.37,0.2,SchoolSecondary BLDG_LIGHT_LIBRARY_SCH,ASHRAE 62.1-1999,Education,Libraries,ASHRAE 62.1-1999EducationLibraries,0,16.95,,,10,SchoolSecondary BLDG_OCC_SCH,SchoolSecondary ACTIVITY_SCH,0.0595,,,SchoolSecondary INFIL_SCH_PNNL,,,,,,0.93,0,0.5,0,SchoolSecondary BLDG_EQUIP_SCH,SchoolSecondary HTGSETP_SCH_YES_OPTIMUM,SchoolSecondary CLGSETP_SCH_NO_SETBACK,,,,,,,,,,,,,,,,,,,
90.1-2004,SecondarySchool,Lobby,230_157_120,ASHRAE 90.1-2004,Lobby,General,ASHRAE 90.1-2004LobbyGeneral,1.3,,,,0,0.37,0.2,SchoolSecondary BLDG_LIGHT_LOBBYFLR1_SCH,ASHRAE 62.1-1999,Education,Corridors,ASHRAE 62.1-1999EducationCorridors,0.1,0,,,0,SchoolSecondary BLDG_OCC_SCH,SchoolSecondary ACTIVITY_SCH,0.0595,,,SchoolSecondary INFIL_SCH_PNNL,,,,,,0.37,0,0.5,0,SchoolSecondary BLDG_EQUIP_SCH,SchoolSecondary HTGSETP_SCH_YES_OPTIMUM,SchoolSecondary CLGSETP_SCH_NO_SETBACK,,,,,,,,,,,,,,,,,,,
90.1-2004,SecondarySchool,Mechanical,41_31_169,ASHRAE 90.1-2004,Electrical/Mechanical,General,ASHRAE 90.1-2004Electrical/MechanicalGeneral,1.5,,,,0,0.37,0.2,SchoolSecondary BLDG_LIGHT_SCH,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,0,SchoolSecondary BLDG_OCC_SCH,SchoolSecondary ACTIVITY_SCH,0.0595,,,SchoolSecondary INFIL_SCH_PNNL,,,,,,0.37,0,0.5,0,SchoolSecondary BLDG_EQUIP_SCH,SchoolSecondary HTGSETP_SCH_Setback,SchoolSecondary CLGSETP_SCH_Setback,,,,,,,,,,,,,,,,,,,
90.1-2004,SecondarySchool,Office,120_230_199,ASHRAE 90.1-2004,Office-Enclosed,General,ASHRAE 90.1-2004Office-EnclosedGeneral,1.1,,,,0,0.37,0.2,SchoolSecondary BLDG_LIGHT_OFFICE_SCH,ASHRAE 62.1-1999,Offices,Office Space,ASHRAE 62.1-1999OfficesOffice Space,0,20,,,5,SchoolSecondary BLDG_OCC_SCH_Offices,SchoolSecondary ACTIVITY_SCH,0.0595,,,SchoolSecondary INFIL_SCH_PNNL,,,,,,1,0,0.5,0,SchoolSecondary BLDG_EQUIP_SCH,SchoolSecondary HTGSETP_SCH_YES_OPTIMUM,SchoolSecondary CLGSETP_SCH_NO_SETBACK,,,,,,,,,,,,,,,,,,,
90.1-2004,SecondarySchool,Restroom,169_169_31,ASHRAE 90.1-2004,Restrooms,General,ASHRAE 90.1-2004RestroomsGeneral,0.9,,,,0,0.37,0.2,SchoolSecondary BLDG_LIGHT_BATH_SCH,ASHRAE 62.1-1999,Public Spaces,Public restrooms (Assume 12 toilet/625 ft^2),ASHRAE 62.1-1999Public SpacesPublic restrooms (Assume 12 toilet/625 ft^2),0.96,0,,,0,SchoolSecondary BLDG_OCC_SCH,SchoolSecondary ACTIVITY_SCH,0.0595,,,SchoolSecondary INFIL_SCH_PNNL,,,,,,0.37,0,0.5,0,SchoolSecondary BLDG_EQUIP_SCH,SchoolSecondary HTGSETP_SCH_Setback,SchoolSecondary CLGSETP_SCH_Setback,52.2,2260,0.02309734513,43.3,0.2,0.05,SchoolSecondary BLDG_SWH_SCH,0.2812153844,635.6645979,0.04882618419,0.338,110.3676344,0.5,,,,,,
90.1-2004,SmallHotel,Corridor,169_31_31,ASHRAE 90.1-2004,Corridor/Transition,General,ASHRAE 90.1-2004Corridor/TransitionGeneral,0.5,,,,0,0.7,0.2,HotelSmall BLDG_LIGHT_CORRIDOR_SCH,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,0,HotelSmall AlwaysOff,HotelSmall Activity_Sch,0.2016,,,Always On,,,,,,0,0,0.5,0,HotelSmall AlwaysOff,HotelSmall CommonArea_HtgSP_Sch,HotelSmall CommonArea_ClgSP_Sch,,,,,,,,,,,,,,,,,No,,
90.1-2004,SmallHotel,Corridor4,169_31_31,ASHRAE 90.1-2004,Corridor/Transition,General,ASHRAE 90.1-2004Corridor/TransitionGeneral,0.5,,,,0,0.7,0.2,HotelSmall BLDG_LIGHT_CORRIDOR_SCH,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,0,HotelSmall AlwaysOff,HotelSmall Activity_Sch,0.0258,,,Always On,,,,,,0,0,0.5,0,HotelSmall AlwaysOff,HotelSmall CommonArea_HtgSP_Sch,HotelSmall CommonArea_ClgSP_Sch,,,,,,,,,,,,,,,,,No,,
90.1-2004,SmallHotel,Elec/MechRoom,41_31_174,DOE Ref 1980-2004,SmallHotel,Elec/MechRoom,DOE Ref 1980-2004SmallHotelElec/MechRoom,0,,,,0,0.7,0.2,HotelSmall AlwaysOff,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,0,,,0.2016,,,Always On,,,,,,198.2,0,0.5,0,HotelSmall BLDG_ELEVATORS,,,,,,,,,,,,,,,,,,,No,,
90.1-2004,SmallHotel,ElevatorCore,41_31_174,DOE Ref 1980-2004,SmallHotel,ElevatorCore,DOE Ref 1980-2004SmallHotelElevatorCore,0,,,,0,0.7,0.2,HotelSmall AlwaysOff,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,0,,,0.2016,,,Always On,,,,,,,0,0.5,0,HotelSmall BLDG_ELEVATORS,,,,,,,,,,,,,,,,,,,No,,
90.1-2004,SmallHotel,ElevatorCore4,41_31_174,DOE Ref 1980-2004,SmallHotel,ElevatorCore,DOE Ref 1980-2004SmallHotelElevatorCore,0,,,,0,0.7,0.2,HotelSmall AlwaysOff,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,0,,,0.05042,,,Always On,,,,,,,0,0.5,0,HotelSmall BLDG_ELEVATORS,,,,,,,,,,,,,,,,,,,No,,
90.1-2004,SmallHotel,Exercise,154_230_120,ASHRAE 90.1-2004,Gymnasium/Exercise Center,Exercise Area,ASHRAE 90.1-2004Gymnasium/Exercise CenterExercise Area,0.9,,,,0,0.7,0.2,HotelSmall BLDG_LIGHT_EXERCENTER_SCH,ASHRAE 62.1-1999,Sports and Amusement,Spectator areas,ASHRAE 62.1-1999Sports and AmusementSpectator areas,0,15,,,19.94,HotelSmall ExerciseCenter_Occ_Sch,HotelSmall Activity_Sch,0.2016,,,HotelSmall CommonArea_Infil_Sch,,,,,,1.73,0,0.5,0,HotelSmall ExerciseCenter_Eqp_Sch,HotelSmall CommonArea_HtgSP_Sch,HotelSmall CommonArea_ClgSP_Sch,,,,,,,,,,,,,,,,,No,,
90.1-2004,SmallHotel,GuestLounge,230_157_120,ASHRAE 90.1-2004,Lounge/Recreation,General,ASHRAE 90.1-2004Lounge/RecreationGeneral,1.2,,,,0,0.7,0.2,HotelSmall BLDG_LIGHT_FRONTLOUNGE_SCH,ASHRAE 62.1-1999,"Hotels, Motels, Resorts, Dormitories",Lobbies,"ASHRAE 62.1-1999Hotels, Motels, Resorts, DormitoriesLobbies",0,15,,,30,HotelSmall Lobby_Occ_Sch,HotelSmall Activity_Sch,0.2016,,,HotelSmall CommonArea_Infil_Sch,,,,,,2.42,0,0.5,0,HotelSmall Lobby_Eqp_Sch,HotelSmall CommonArea_HtgSP_Sch,HotelSmall CommonArea_ClgSP_Sch,,,,,,,,,,,,,,,,,No,,
90.1-2004,SmallHotel,GuestRoom123Occ,78_167_222,ASHRAE 90.1-2004,Hotel/Motel,Guest Rooms,ASHRAE 90.1-2004Hotel/MotelGuest Rooms,1.1,,,,0,0.7,0.2,SmallHotel GuestRoom Light,ASHRAE 62.1-1999,"Hotels, Motels, Resorts, Dormitories",Bedrooms,"ASHRAE 62.1-1999Hotels, Motels, Resorts, DormitoriesBedrooms",0.1,0,,,4.27,HotelSmall GuestRoom_Occ_Sch,HotelSmall Activity_Sch,0.2016,,,HotelSmall GuestRoom_Infil_Sch,,,,,,1.1,0,0.5,0,HotelSmall GuestRoom_Eqp_Sch_Base,HotelSmall Base_OccGuestRoom_HtgSP_Sch,HotelSmall Base_OccGuestRoom_ClgSP_Sch,2.22,351,0.006324786325,60,0.2,0.05,HotelSmall GuestRoom_SHW_Sch,,,,,,,,,,Yes,,
90.1-2004,SmallHotel,GuestRoom123Vac,78_167_222,ASHRAE 90.1-2004,Hotel/Motel,Guest Rooms,ASHRAE 90.1-2004Hotel/MotelGuest Rooms,1.1,,,,0,0.7,0.2,HotelSmall AlwaysOff,ASHRAE 62.1-1999,"Hotels, Motels, Resorts, Dormitories",Bedrooms,"ASHRAE 62.1-1999Hotels, Motels, Resorts, DormitoriesBedrooms",0.1,0,,,4.27,HotelSmall AlwaysOff,HotelSmall Activity_Sch,0.2016,,,HotelSmall GuestRoom_Infil_Sch,,,,,,1.1,0,0.5,0,HotelSmall AlwaysOff,HotelSmall VacGuestRoom_HtgSP_Sch,HotelSmall VacGuestRoom_ClgSP_Sch,2.22,351,0.006324786325,60,0.2,0.05,HotelSmall AlwaysOff,,,,,,,,,,Yes,,
90.1-2004,SmallHotel,GuestRoom4Occ,78_167_222,ASHRAE 90.1-2004,Hotel/Motel,Guest Rooms,ASHRAE 90.1-2004Hotel/MotelGuest Rooms,1.1,,,,0,0.7,0.2,SmallHotel GuestRoom Light,ASHRAE 62.1-1999,"Hotels, Motels, Resorts, Dormitories",Bedrooms,"ASHRAE 62.1-1999Hotels, Motels, Resorts, DormitoriesBedrooms",0.1,0,,,4.27,HotelSmall GuestRoom_Occ_Sch,HotelSmall Activity_Sch,0.0504,,,HotelSmall GuestRoom_Infil_Sch,,,,,,1.1,0,0.5,0,HotelSmall GuestRoom_Eqp_Sch_Base,HotelSmall Base_OccGuestRoom_HtgSP_Sch,HotelSmall Base_OccGuestRoom_ClgSP_Sch,2.22,351,0.006324786325,60,0.2,0.05,HotelSmall GuestRoom_SHW_Sch,,,,,,,,,,Yes,,
90.1-2004,SmallHotel,GuestRoom4Vac,78_167_222,ASHRAE 90.1-2004,Hotel/Motel,Guest Rooms,ASHRAE 90.1-2004Hotel/MotelGuest Rooms,1.1,,,,0,0.7,0.2,HotelSmall AlwaysOff,ASHRAE 62.1-1999,"Hotels, Motels, Resorts, Dormitories",Bedrooms,"ASHRAE 62.1-1999Hotels, Motels, Resorts, DormitoriesBedrooms",0.1,0,,,4.27,HotelSmall AlwaysOff,HotelSmall Activity_Sch,0.0504,,,HotelSmall GuestRoom_Infil_Sch,,,,,,1.1,0,0.5,0,HotelSmall AlwaysOff,HotelSmall VacGuestRoom_HtgSP_Sch,HotelSmall VacGuestRoom_ClgSP_Sch,2.22,351,0.006324786325,60,0.2,0.05,HotelSmall AlwaysOff,,,,,,,,,,Yes,,
90.1-2004,SmallHotel,Laundry,120_149_230,ASHRAE 90.1-2004,Hospital,Laundry-Washing,ASHRAE 90.1-2004HospitalLaundry-Washing,0.6,,,,0,0.7,0.2,HotelSmall BLDG_LIGHT_LAUNDRY_SCH,ASHRAE 62.1-1999,"Dry Cleaners, Laundries",Commercial Laundry,"ASHRAE 62.1-1999Dry Cleaners, LaundriesCommercial Laundry",0,25,,,10,HotelSmall LaundryRoom_Occ_Sch,HotelSmall Activity_Sch,0.2016,,,HotelSmall CommonArea_Infil_Sch,129.9,0,0.2,0,HotelSmall LaundryRoom_Eqp_Gas_Sch,2.57,0,0.2,0,HotelSmall LaundryRoom_Eqp_Elec_Sch,HotelSmall CommonArea_HtgSP_Sch,HotelSmall CommonArea_ClgSP_Sch,,1053,,82.2,0.2,0.05,HotelSmall LaundryRoom_SHW_Sch,,,,,,,,,,No,,
90.1-2004,SmallHotel,Mechanical,41_31_169,ASHRAE 90.1-2004,Electrical/Mechanical,General,ASHRAE 90.1-2004Electrical/MechanicalGeneral,1.5,,,,0,0.7,0.2,HotelSmall BLDG_LIGHT_MECHROOM_SCH,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,0,HotelSmall AlwaysOff,HotelSmall Activity_Sch,0.2016,,,HotelSmall CommonArea_Infil_Sch,,0,0.2,0.5,,0,0,0.2,0,HotelSmall AlwaysOff,HotelSmall SemiHeated_HtgSP_Sch,SmallHotel UnitHeater ClgSP Sch,,,,,,,,,,,,,,,,,No,,
90.1-2004,SmallHotel,Meeting,230_196_120,ASHRAE 90.1-2004,Conference/Meeting/Multipurpose,General,ASHRAE 90.1-2004Conference/Meeting/MultipurposeGeneral,1.3,,,,0,0.7,0.2,HotelSmall BLDG_LIGHT_MEETINGROOM_SCH,ASHRAE 62.1-1999,"Hotels, Motels, Resorts, Dormitories",Conference rooms,"ASHRAE 62.1-1999Hotels, Motels, Resorts, DormitoriesConference rooms",0,20,,,50,HotelSmall MeetingRoom_Occ_Sch,HotelSmall Activity_Sch,0.2016,,,HotelSmall CommonArea_Infil_Sch,,,,,,0.574,0,0.5,0,HotelSmall MeetingRoom_Eqp_Sch,HotelSmall CommonArea_HtgSP_Sch,HotelSmall CommonArea_ClgSP_Sch,,,,,,,,,,,,,,,,,No,,
90.1-2004,SmallHotel,Office,120_230_199,ASHRAE 90.1-2004,Office-Enclosed,General,ASHRAE 90.1-2004Office-EnclosedGeneral,1.1,,,,0,0.7,0.2,SmallHotel Office Light,ASHRAE 62.1-1999,Offices,Office Space,ASHRAE 62.1-1999OfficesOffice Space,0,20,,,7.14,HotelSmall Office_Occ_Sch,HotelSmall Activity_Sch,0.2016,,,HotelSmall CommonArea_Infil_Sch,,,,,,1.28,0,0.5,0,HotelSmall OFF_EQUIP_SCH,HotelSmall CommonArea_HtgSP_Sch,HotelSmall CommonArea_ClgSP_Sch,,,,,,,,,,,,,,,,,No,,
90.1-2004,SmallHotel,PublicRestroom,169_169_31,ASHRAE 90.1-2004,Restrooms,General,ASHRAE 90.1-2004RestroomsGeneral,0.9,,,,0,0.7,0.2,Always On,ASHRAE 62.1-1999,Public Spaces,Public restrooms,ASHRAE 62.1-1999Public SpacesPublic restrooms,0,0,,,2.85,HotelSmall Lobby_Occ_Sch,HotelSmall Activity_Sch,0.2016,,,HotelSmall CommonArea_Infil_Sch,,,,,,0,0,0.5,0,HotelSmall Lobby_Eqp_Sch,HotelSmall CommonArea_HtgSP_Sch,HotelSmall CommonArea_ClgSP_Sch,,,,,,,,1.139566144,400,0.1978578326,0.338,69.45023196,0.5,,,,No,,
90.1-2004,SmallHotel,StaffLounge,31_169_34,ASHRAE 90.1-2004,Lounge/Recreation,General,ASHRAE 90.1-2004Lounge/RecreationGeneral,1.2,,,,0,0.7,0.2,HotelSmall BLDG_LIGHT_EMPLOYEELOUNGE_SCH,ASHRAE 62.1-1999,"Hotels, Motels, Resorts, Dormitories",Conference rooms,"ASHRAE 62.1-1999Hotels, Motels, Resorts, DormitoriesConference rooms",0,20,,,51.28,HotelSmall EmployeeLounge_Occ_Sch,HotelSmall Activity_Sch,0.2016,,,HotelSmall CommonArea_Infil_Sch,,,,,,2,0,0.5,0,HotelSmall EmployeeLounge_Eqp_Sch,HotelSmall CommonArea_HtgSP_Sch,HotelSmall CommonArea_ClgSP_Sch,,,,,,,,,,,,,,,,,No,,
90.1-2004,SmallHotel,Stair,230_157_120,ASHRAE 90.1-2004,Stairs-Active,General,ASHRAE 90.1-2004Stairs-ActiveGeneral,0.6,,,,0,0.7,0.2,Always On,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,0,HotelSmall AlwaysOff,HotelSmall Activity_Sch,0.2016,,,Always On,,,,,,0,0,0.5,0,HotelSmall AlwaysOff,HotelSmall SemiHeated_HtgSP_Sch,SmallHotel UnitHeater ClgSP Sch,,,,,,,,,,,,,,,,,No,,
90.1-2004,SmallHotel,Stair4,230_157_120,ASHRAE 90.1-2004,Stairs-Active,General,ASHRAE 90.1-2004Stairs-ActiveGeneral,0.6,,,,0,0.7,0.2,Always On,ASHRAE 62.1-1999,Public Spaces,Corridors and utilities,ASHRAE 62.1-1999Public SpacesCorridors and utilities,0.05,0,,,0,HotelSmall AlwaysOff,HotelSmall Activity_Sch,0.1196,,,Always On,,,,,,0,0,0.5,0,HotelSmall AlwaysOff,HotelSmall SemiHeated_HtgSP_Sch,SmallHotel UnitHeater ClgSP Sch,,,,,,,,,,,,,,,,,No,,
90.1-2004,SmallHotel,Storage,120_149_230,ASHRAE 90.1-2004,Active Storage,General,ASHRAE 90.1-2004Active StorageGeneral,0.8,,,,0,0.7,0.2,SmallHotel Storage Light,ASHRAE 62.1-1999,"Retail Stores, Sales Floors, and Show Room Floors",Storage rooms,"ASHRAE 62.1-1999Retail Stores, Sales Floors, and Show Room FloorsStorage rooms",0.15,0,,,0,HotelSmall AlwaysOff,HotelSmall Activity_Sch,0.2016,,,Always On,,,,,,0,0,0.5,0,HotelSmall AlwaysOff,HotelSmall SemiHeated_HtgSP_Sch,SmallHotel UnitHeater ClgSP Sch,,,,,,,,,,,,,,,,,No,,
90.1-2004,SmallHotel,Storage4Front,120_149_230,ASHRAE 90.1-2004,Active Storage,General,ASHRAE 90.1-2004Active StorageGeneral,0.8,,,,0,0.7,0.2,SmallHotel Storage Light,ASHRAE 62.1-1999,"Retail Stores, Sales Floors, and Show Room Floors",Storage rooms,"ASHRAE 62.1-1999Retail Stores, Sales Floors, and Show Room FloorsStorage rooms",0.15,0,,,0,HotelSmall AlwaysOff,HotelSmall Activity_Sch,0.0504,,,Always On,,,,,,0,0,0.5,0,HotelSmall AlwaysOff,HotelSmall SemiHeated_HtgSP_Sch,SmallHotel UnitHeater ClgSP Sch,,,,,,,,,,,,,,,,,No,,
90.1-2004,SmallHotel,Storage4Rear,120_149_230,ASHRAE 90.1-2004,Active Storage,General,ASHRAE 90.1-2004Active StorageGeneral,0.8,,,,0,0.7,0.2,SmallHotel Storage Light,ASHRAE 62.1-1999,"Retail Stores, Sales Floors, and Show Room Floors",Storage rooms,"ASHRAE 62.1-1999Retail Stores, Sales Floors, and Show Room FloorsStorage rooms",0.15,0,,,0,HotelSmall AlwaysOff,HotelSmall Activity_Sch,0.1196,,,Always On,,,,,,0,0,0.5,0,HotelSmall AlwaysOff,HotelSmall SemiHeated_HtgSP_Sch,SmallHotel UnitHeater ClgSP Sch,,,,,,,,,,,,,,,,,No,,
90.1-2004,StripMall,Strip mall - type 1,171_222_78,ASHRAE 90.1-2004,Whole Building,Retail,ASHRAE 90.1-2004Whole BuildingRetail,1.5,,,0.95,0,0.7,0.2,RetailStripmall Type1_LIGHT_SCH,ASHRAE 62.1-1999,"Retail Stores, Sales Floors, and Show Room Floors",Basement and street,"ASHRAE 62.1-1999Retail Stores, Sales Floors, and Show Room FloorsBasement and street",0.3,0,,,8,RetailStripmall Type1_OCC_SCH,HotelSmall Activity_Sch,0.08917,,,RetailStripmall Type1_Infil_SCH,,,,,,0.4,0,0.5,0,RetailStripmall Type1_EQUIP_SCH,RetailStripmall Type1_HTGSETP_SCH_NO_OPTIMUM,RetailStripmall Type1_CLGSETP_SCH_NO_SETBACK,1.8,,,,,,RetailStripmall Type1_SWH_SCH,,,,,,,,,,,,
90.1-2004,StripMall,Strip mall - type 2,171_222_78,ASHRAE 90.1-2004,Whole Building,Retail,ASHRAE 90.1-2004Whole BuildingRetail,1.5,,,0.375,0,0.7,0.2,RetailStripmall Type2_LIGHT_SCH,ASHRAE 62.1-1999,"Retail Stores, Sales Floors, and Show Room Floors",Basement and street,"ASHRAE 62.1-1999Retail Stores, Sales Floors, and Show Room FloorsBasement and street",0.3,0,,,8,RetailStripmall Type2_OCC_SCH,HotelSmall Activity_Sch,0.06288,,,RetailStripmall Type2_Infil_SCH,,,,,,0.4,0,0.5,0,RetailStripmall Type2_EQUIP_SCH,RetailStripmall Type2_HTGSETP_SCH_NO_OPTIMUM,RetailStripmall Type2_CLGSETP_SCH_NO_SETBACK,1.8,,,,,,RetailStripmall Type2_SWH_SCH,,,,,,,,,,,,
